,name,ingredients,ingredients_pre,url,serve
1020,새우튀김 냉우동,"우동사리1봉지,쯔유4~5큰술,물1컵,무1조각,양파1/4개,얼음1/2컵,새우3미,튀김가루3큰술,물3큰술,쑥갓1줄기","['우동사리', '쑥갓', '새우', '쯔유', '튀김가루', '양파', '얼음', '무']",https://www.haemukja.com/recipes/4818,1
1021,돈까스 냉면,"냉면사리1인분,냉면육수1봉,삶은계란1/2개,오이1/5개,무절임3장,돼지안심(돈까스용)130~150g,계란1개,밀가루4큰술,빵가루2/3컵,고춧가루2큰술,설탕1큰술,식초1큰술,고추장1큰술,간장1큰술","['계란', '오이', '간장', '무절임', '빵가루', '밀가루', '고춧가루', '돼지안심', '설탕', '고추장', '냉면사리', '식초', '냉면육수']",https://www.haemukja.com/recipes/4822,1
1022,디아볼로더블피자,"밀가루250 g,미지근한 물120 g,소금3 g,오일3 g,백설탕2 g,인스턴트 드라이이스트3 g,올리브5 알,양파반 개,청피망반 개,할라피뇨4 개,베이컨2 장,닭가슴살2 덩이,토마토소스1 컵반,핫소스4 큰술,토마토케찹3 큰술,백설탕1 큰술,말린바질가루1 큰술,말린 고추2 개,모짜렐라치즈적당량,스트링치즈2 개,케이준 파우더1 큰술,소금약간,후추약간","['오일', '닭가슴살', '물', '할라피뇨', '말린 고추', '소금', '후추', '케이준 파우더', '올리브', '모짜렐라치즈', '베이컨', '인스턴트 드라이이스트', '백설탕', '토마토소스', '말린바질가루', '청피망', '밀가루', '핫소스', '토마토케찹', '양파', '스트링치즈']",https://www.haemukja.com/recipes/4823,2
1023,모듬버섯 베이컨말이,"베이컨10장,느타리버섯70g,팽이버섯70g,새송이버섯1개,후추1/4작은술","['새송이버섯', '느타리버섯', '팽이버섯', '후추', '베이컨']",https://www.haemukja.com/recipes/4817,2
1024,와사비김,"김5장,와사비1큰술,참기름2큰술,소금약간,참깨약간","['와사비', '참깨', '김', '소금', '참기름']",https://www.haemukja.com/recipes/4821,2
1025,참외샐러드,"참외1/2개,브로콜리1/4개,삼색파프리카1/6개,[드레싱] 오미자청2큰술,포도씨오일2큰술,발사믹리덕션1큰술","['포도씨오일', '발사믹리덕션', '브로콜리', '오미자청', '참외', '삼색파프리카']",https://www.haemukja.com/recipes/4816,1
1026,리틀어피치도시락,"밥1공기,비트20g,계란2개,옛날소세지50g,비엔나소세지3개,돈까스3조각,케찹적당량","['계란', '비엔나소세지', '비트', '옛날소세지', '케찹', '돈까스', '밥']",https://www.haemukja.com/recipes/4820,1
1027,엔칠라다,"또띠아5 장,청피망1 개,다진 돼지고기 혹은 소고기300 g,옥수수4 큰술,양파반 개,케이준 파우더1 큰술,모짜렐라치즈적당량,백설탕1 티스푼,소금약간,후추약간,올리브5 알,토마토소스1 컵,핫소스2 큰술,토마토케찹2 큰술,할라피뇨약간,파마산치즈가루약간","['토마토소스', '할라피뇨', '옥수수', '파마산치즈가루', '청피망', '케이준 파우더', '소금', '또띠아', '올리브', '핫소스', '토마토케찹', '모짜렐라치즈', '후추', '돼지고기 혹은 소고기', '양파', '백설탕']",https://www.haemukja.com/recipes/4824,2
1028,망고살사&새우베이컨말이,"칵테일새우7마리,베이컨7장,맛술2큰술,식초2큰술,설탕2큰술,소금조금,후추조금,연겨자1/2큰술,오이1개,양파1/4개,토마토1/2개,망고1/2개,할라피뇨30g,올리브유1큰술,레몬즙15ml","['오이', '칵테일새우', '할라피뇨', '연겨자', '소금', '맛술', '토마토', '레몬즙', '후추', '베이컨', '양파', '올리브유', '식초', '설탕', '망고']",https://www.haemukja.com/recipes/4815,2
1029,오므라이스말이,"달걀4개,밥300g,케첩3큰술,양파1/4개,비엔나소세지2개,파프리카1/4개,칵테일새우7마리,맛살1줄,소금약간","['칵테일새우', '맛살', '비엔나소세지', '파프리카', '소금', '케첩', '달걀', '양파', '밥']",https://www.haemukja.com/recipes/4814,2
1030,미나리나물,"미나리2줌,소금1/2큰술,국간장1큰술,다진 마늘1큰술,참기름1 1/2큰술,부순 참깨1큰술,통참깨약간","['부순 참깨', '국간장', '소금', '마늘', '참기름', '미나리', '통참깨']",https://www.haemukja.com/recipes/4812,4
1031,뽀모도로모짜렐라스파게티,"토마토2개,스파게티2줌=180g,시판 토마토소스2컵=400ml,후레쉬모짜렐라치즈1봉=100g,바질2~3잎,블랙 올리브5개,페페로치노3~4개,올리브유1큰술,소금1/2큰술+약간,후춧가루약간","['토마토소스', '후레쉬모짜렐라치즈', '바질', '소금', '토마토', '페페로치노', '블랙 올리브', '올리브유', '후춧가루', '스파게티']",https://www.haemukja.com/recipes/4813,2
1032,골뱅이 된장찌개,"골뱅이한줌,두부한모,된장한큰술,버섯한줌,양파한줌,고춧가루한큰술","['버섯', '된장', '골뱅이', '두부한모', '고춧가루', '양파']",https://www.haemukja.com/recipes/4811,2
1033,오코노미야끼토스트,"토스트3장,양배추 얇게 썰은거두줌,베이컨6줄,돈까스소스약간,마요네즈약간,가다랑어포약간","['베이컨', '마요네즈', '토스트', '돈까스소스', '양배추 얇게 썰은거', '가다랑어포']",https://www.haemukja.com/recipes/4810,2
1034,일식새우튀김,"새우5마리,튀김가루5큰술,물5큰술,얼음1/2컵","['얼음', '튀김가루', '새우']",https://www.haemukja.com/recipes/4808,2
1035,계란말이,"계란6개,쪽파2줄,다시마2장,국물멸치6마리,물2/3컵","['계란', '국물멸치', '다시마', '쪽파']",https://www.haemukja.com/recipes/4806,2
1036,콘샐러드,"스위트콘2/3캔,파프리카1/4개,마요네즈3큰술,허니머스타드1큰술,설탕2작은술,후추약간","['마요네즈', '파프리카', '후추', '스위트콘', '허니머스타드', '설탕']",https://www.haemukja.com/recipes/4809,2
1037,멕시칸 샐러드,"양배추6장,케첩1큰술,마요네즈1.5큰술","['마요네즈', '케첩', '양배추']",https://www.haemukja.com/recipes/4805,1
1038,크리스피도넛피자,"도넛3개,모짜렐라치즈3장,파프리카1/4개,스위트콘2큰술,토마토소스3큰술","['토마토소스', '파프리카', '모짜렐라치즈', '도넛', '스위트콘']",https://www.haemukja.com/recipes/4807,2
1039,갈릭바질바게트,"바게트1 개,말린 바질1 큰술,연유2 큰술,파마산치즈가루1 큰술,다진마늘1.5 큰술,올리브유4 큰술,후추약간","['파마산치즈가루', '바게트', '말린 바질', '연유', '마늘', '후추', '올리브유']",https://www.haemukja.com/recipes/4803,2
1040,냉이 된장무침,"냉이100g,[양념] 된장1/2큰술,다진마늘1/4큰술,깨1/4큰술,참기름1/2큰술","['된장', '냉이', '마늘', '깨', '참기름']",https://www.haemukja.com/recipes/4800,1
1041,수삼 대추 튀김,"대추10개,수삼(굵은것)5개,밀가루1컵,달걀1개,[양념장] 간장1큰술,식초1/2큰술","['간장', '밀가루', '달걀', '대추', '식초', '수삼']",https://www.haemukja.com/recipes/4801,1
1042,미트소스오븐파스타,"스파게티면500원 크기,양파2 개,다진 소고기 혹은 돼지고기400 g,토마토5 개,다진 마늘 2 큰술2 큰술,케첩 8 큰술8 큰술,설탕 1 티스푼1 티스푼,후추 약간약간,소금 약간약간,피자치즈 약간약간","['소고기 혹은 돼지고기', '소금', '토마토', '스파게티면', '피자치즈', '케첩', '마늘', '후추', '양파', '설탕']",https://www.haemukja.com/recipes/4804,2
1043,블루베리 콥샐러드,"블루베리180g,아보카도1/2개,방울토마토4알,메추리알8알,옥수수3큰술,플레인요거트100g,마요네즈3큰술,다진양파2큰술","['메추리알', '마요네즈', '옥수수', '아보카도', '방울토마토', '블루베리', '플레인요거트', '양파']",https://www.haemukja.com/recipes/4797,2
1044,새우 쌀국수 샐러드,"생새우살100g,쌀국수면100g,파프리카1/2개,양파1/2개,방울토마토3알,블랙올리브4알,칠리소스2큰술,식초1큰술,올리브오일2큰술","['생새우살', '방울토마토', '파프리카', '블랙올리브', '칠리소스', '올리브오일', '양파', '식초', '쌀국수면']",https://www.haemukja.com/recipes/4798,2
1045, 연어 현미롤,"연어500g,현미밥2공기,오이1/2개,아보카도1/2개,양파1/2개,깻잎4장,김2장,무순약간,참기름약간","['오이', '아보카도', '김', '참기름', '깻잎', '현미밥', '무순', '연어', '양파']",https://www.haemukja.com/recipes/4796,2
1046,등심돈가스덮밥,"등심돈가스1장,밥1공기,달걀1개,양파1/2개,간장3큰술,미림2큰술,설탕1.5큰술,물1컵","['간장', '미림', '달걀', '양파', '등심돈가스', '설탕', '밥']",https://www.haemukja.com/recipes/4795,1
1047,버섯라자냐,"새송이버섯400g,주키니호박1/2개,마늘1개,크림소스300g,다진소고기150g","['새송이버섯', '주키니호박', '소고기', '크림소스', '마늘']",https://www.haemukja.com/recipes/4791,1
1048,삼겹살 콩나물찜,"삼겹살250g,콩나물150g","['삼겹살', '콩나물']",https://www.haemukja.com/recipes/4792,1
1049,시원깔끔한 해물백짬뽕탕,"통오징어1마리,홍합250g,숙주100g,청경채100g,청양고추3개,홍고추1개,양파1/2개","['홍고추', '숙주', '홍합', '통오징어', '양파', '청양고추', '청경채']",https://www.haemukja.com/recipes/4794,2
1050,구운두부 해산물샐러드,"두부1/4모,손질새우4마리,그린홍합3마리,모듬 샐러드채소100g,레몬1/4개,달걀1개,발사믹드레싱4T,올리브유1T","['레몬', '모듬 샐러드채소', '두부', '그린홍합', '새우', '달걀', '발사믹드레싱', '올리브유']",https://www.haemukja.com/recipes/4793,1
1051,야채전,"쌀가루반컵,전분반컵,부침가루2컵,물약간,청양고추약간,부추약간,양파약간,애호박약간,간장, 식초, 설탕, 고추1큰술, 반큰술, 반큰술, 약간","['애호박', '간장', '고추', '부추', '전분반컵', '쌀가루반컵', '부침가루', '양파', '청양고추', '식초', '설탕']",https://www.haemukja.com/recipes/4780,2
1052,서울바나나,"식빵6장,누텔라3큰술,베이컨2줄,바나나1개","['베이컨', '누텔라', '식빵', '바나나']",https://www.haemukja.com/recipes/4784,1
1053,미트볼 스파게티,"스파게티라면1개,미트볼1봉,슬라이스치즈1장","['스파게티라면', '슬라이스치즈', '미트볼']",https://www.haemukja.com/recipes/4782,1
1054,밴쯔정식,"떡볶이1컵,훈제닭다리1봉,스트링치즈2개,피자1개","['훈제닭다리', '피자', '떡볶이', '스트링치즈']",https://www.haemukja.com/recipes/4783,1
1055,롤캐비지,"양배추반통,소고기한팩,소금과 후추약간,다진양파한줌,물자작하게,치킨스톡한개","['양배추반통', '치킨스톡한개', '물자작하게', '소금과 후추', '양파', '소고기한팩']",https://www.haemukja.com/recipes/4781,2
1056,참치치킨마요면,"참치마요면1컵,치킨1개,슬라이스치즈1장,마요네즈1큰술","['슬라이스치즈', '마요네즈', '참치마요면', '치킨']",https://www.haemukja.com/recipes/4785,1
1057,스팸고추장찌개,"감자2개,애호박1/2개,양파1/2개,스팸1캔,두부1/2모,판 어묵1장,버섯1/2줌,설탕1/3큰술,고춧가루1큰술,맛술1큰술,고추장2 1/3큰술,다진 마늘1큰술,들기름2큰술,새우젓1/2큰술","['애호박', '버섯', '두부', '스팸', '감자', '맛술', '새우젓', '들기름', '고춧가루', '고추장', '마늘', '양파', '설탕', '판 어묵']",https://www.haemukja.com/recipes/4788,4
1058,너겟치즈후라이,"치킨너겟10개,감자튀김1컵(대),칠리소스2개,슬라이스치즈2장","['슬라이스치즈', '칠리소스', '감자튀김', '치킨너겟']",https://www.haemukja.com/recipes/4786,1
1059, 프라이드 묵은지고구마롤,"묵은지20장,소시지5개,파프리카1개,밀가루5큰술,달걀2개,빵가루2컵,우유 또는 물적당량,옥수수5큰술,피자치즈5큰술,삶은 고구마4개","['옥수수', '고구마', '빵가루', '소시지', '묵은지', '파프리카', '밀가루', '피자치즈', '달걀', '우유']",https://www.haemukja.com/recipes/4787,5
1060,부리또볼,"쌀밥2 공기,돼지고기 다진 것300 g,양파1 개,토마토1 개,나쵸칩적당량,옥수수통조림4 큰술,양상추적당량,아보카도1 개,올리브유2 큰술,파마산치즈가루2 큰술,레몬즙2 큰술,소금약간,후추약간,백설탕0.5 작은술,[고기양념],우스타소스4 큰술,토마토케찹3 큰술,바베큐소스2 큰술,올리고당2 큰술,케이준파우더2 큰술,다진마늘1 큰술,올리고당2 큰술,소금약간,후추약간","['바베큐소스', '토마토', '돼지고기', '소금', '후추', '올리브유', '올리고당', '아보카도', '나쵸칩', '케이준파우더', '마늘', '옥수수통조림', '우스타소스', '백설탕', '파마산치즈가루', '레몬즙', '토마토케찹', '양파', '양상추', '쌀밥']",https://www.haemukja.com/recipes/4778,2
1061,치즈닭떡볶이,"떡볶이 떡적당량,양파1 개,닭 정육500 g,어묵적당량,피자치즈적당량,[양념재료],고추가루3 큰술,고추장2 큰술,간장1 큰술,올리고당1 큰술,설탕1 큰술,카레가루한 꼬집,다진마늘1 큰술,후추약간","['올리고당', '간장', '후추', '닭 정육', '피자치즈', '어묵', '고추가루', '고추장', '설탕', '카레가루', '양파', '마늘', '떡볶이 떡']",https://www.haemukja.com/recipes/4779,2
1062,양념치킨,"닭1마리,[밑간 양념] 소금1/4작은술,후추1/6작은술,달걀1개,전분4큰술,[양념소스] 다진마늘1/2큰술,다진생강1/4작은술,고추장4큰술,간장3큰술,설탕4큰술,물엿4큰술","['간장', '물엿', '소금', '생강', '닭', '달걀', '마늘', '후추', '고추장', '전분', '설탕']",https://www.haemukja.com/recipes/4776,2
1063,된장 뭇국,"무100g,국물용멸치5마리,다시마5cm 2장,된장1큰술","['된장', '무', '국물용멸치', '다시마']",https://www.haemukja.com/recipes/4777,1
1064,에그클라우드,"달걀2개,파마산치즈가루1작은술","['파마산치즈가루', '달걀']",https://www.haemukja.com/recipes/4775,2
1065,브라운 돈까스소스,"양파1/2개,사과1/3개,우유1컵,버터 또는 식용유1 1/2큰술,밀가루1큰술,토마토케찹1 1/2큰술,스테이크소스3큰술,소금약간,후춧가루약간,월계수잎1장,방울토마토1컵","['사과', '버터', '방울토마토', '소금', '밀가루', '스테이크소스', '월계수잎', '토마토케찹', '양파', '우유', '후춧가루']",https://www.haemukja.com/recipes/4770,4
1066, 피꼬막양념무침,"피꼬막1팩=약 5줌,대파6cm,고추1개,고춧가루1큰술,다진 마늘2/3큰술,간장1 1/2큰술,참기름2큰술,부순 참깨2/3큰술","['부순 참깨', '피꼬막', '간장', '고추', '대파', '고춧가루', '마늘', '참기름']",https://www.haemukja.com/recipes/4771,4
1067,새우 시금치 카레,"카레가루한봉지,양파큰거하나,새우한팩,시금치한줌,요거트약간,물3~5컵","['새우한팩', '시금치', '카레가루한봉지', '양파거하나', '요거트']",https://www.haemukja.com/recipes/4763,2
1068,마약된장찌개,"두부1/3모,달래6줄기,부추3줄기,된장2큰술,다진마늘1/2큰술,고추기름1큰술,고춧가루1작은술,다진소고기120g,물3컵,청양고추1개,대파1/6대,국물멸치6마리","['된장', '소고기', '두부', '고추기름', '대파', '부추', '고춧가루', '마늘', '국물멸치', '달래', '청양고추']",https://www.haemukja.com/recipes/4768,1
1069,발로나 다크초코푸딩,"다크초콜릿200g,판젤라틴6g,생크림200g,우유300g,설탕50g","['판젤라틴', '다크초콜릿', '생크림', '우유', '설탕']",https://www.haemukja.com/recipes/4769,4
1070,카레오므라이스,"밥1공기,계란2개,고형카레1조각,물1~2컵,아스파라거스2개,방울토마토6개,파슬리가루약간","['계란', '방울토마토', '고형카레', '파슬리가루', '아스파라거스', '밥']",https://www.haemukja.com/recipes/4764,1
1071,얼큰 오징어 뭇국,"오징어한마리,무1/4개,고춧가루1,물3컵,소금 후추약간,간장3큰술,액젓약간,쫑쫑썬 대파한줌","['간장', '쫑쫑 대파', '소금 후추', '액젓', '오징어한마리', '고춧가루', '무']",https://www.haemukja.com/recipes/4762,2
1072,돼지양념갈비,"돼지갈비400g,배주스1/3컵,사과주스1/4컵,양파 간 것1/2개,다진마늘3톨,설탕2큰술,물엿1큰술,맛술2큰술,간장4큰술,굴소스1/2큰술,후추약간","['굴소스', '간장', '물엿', '맛술', '사과주스', '배주스', '마늘', '후추', '돼지갈비', '양파 간', '설탕']",https://www.haemukja.com/recipes/4765,3
1073,부추김밥,"밥2공기,당근1/4개,부추1/2줌,고춧가루1/2큰술,참기름1큰술,소금약간,후추약간,소고기다짐육150g,진간장1/2큰술","['소고기다짐육', '진간장', '부추', '당근', '소금', '고춧가루', '후추', '참기름', '밥']",https://www.haemukja.com/recipes/4766,2
1074,고기밥,"밥1공기,소고기불고기용120g,미니새송이5개,김치1/4컵,고춧가루1/2큰술,참기름1큰술,고추장1/2큰술,맛간장3큰술,설탕1큰술,다진마늘1/2큰술,청주2큰술,배주스4큰술,소금약간,후추약간,계란1개","['계란', '새송이', '김치', '청주', '맛간장', '후추', '소고기불고기용', '소금', '고춧가루', '고추장', '마늘', '배주스', '참기름', '설탕', '밥']",https://www.haemukja.com/recipes/4767,1
1075,갈릭치킨비빔밥,"쌀밥2 공기,닭가슴살300 g,대파1 뿌리,양파1개,청상추 혹은 치커리약간,계란2 개,참기름약간,[갈릭치킨양념],진간장5 큰술,올리고당2 큰술,다진마늘3 큰술,후추약간,매실농축액2 큰술,소금약간,참기름1 큰술,물2 큰술,굴소스1 큰술,미림2 큰술,[고추장양념],고추장5 큰술,돈가쓰 소스3 큰술,깨소금약간,참깨약간,백설탕1.5 큰술,토마토케찹1 큰술,참기름약간","['굴소스', '깨소금', '대파', '청상추 혹은 치커리', '닭가슴살', '매실농축액', '소금', '후추', '진간장', '미림', '계란', '올리고당', '고추장', '마늘', '참기름', '백설탕', '참깨', '토마토케찹', '돈가쓰 소스', '양파', '쌀밥']",https://www.haemukja.com/recipes/4759,2
1076,미역오이 냉국,"마른미역10g,오이1/4개,양파1/8개,홍고추1/4개,[양념] 물2컵,다진마늘1/4큰술,식초2큰술,설탕1큰술,매실액1큰술,소금1/4작은술","['오이', '홍고추', '매실액', '소금', '마늘', '양파', '마른미역', '물', '식초', '설탕']",https://www.haemukja.com/recipes/4760,1
1077,동태찌개,"동태1마리,무50g,양파30g,애호박30g,홍고추1/2개,쑥갓10g,다시마5조각,[양념] 다진마늘1큰술,국간장1큰술,고춧가루1큰술,후추1/4작은술","['애호박', '홍고추', '쑥갓', '국간장', '고춧가루', '마늘', '후추', '동태', '양파', '무', '다시마']",https://www.haemukja.com/recipes/4761,2
1078,돼지껍데기튀김,"돼지껍데기 400g400 g,기름 적당량적당량,소금 약간약간,후추 약간약간","['소금', '후추', '돼지껍데기', '기름']",https://www.haemukja.com/recipes/4757,2
1079,항정살 김치볶음밥,"김치120g,항정살150g,소금후추약간,김칫국물2T,고춧가루1/2T,고추장1/2T,간장1t,설탕1t,참기름1T,김가루2T,달걀1개,쌀밥200g","['김치', '간장', '김칫국물', '고춧가루', '소금후추', '고추장', '달걀', '참기름', '쌀밥', '항정살', '설탕', '김가루']",https://www.haemukja.com/recipes/4756,1
1080,해물만두전골,"주키니호박1/2개,팽이버섯1/2봉지,느타리버섯한줌,양파1/2개,대파1뿌리,김치120g,새우4마리,낙지1마리,오징어100g,만두3개","['낙지', '김치', '주키니호박', '느타리버섯', '대파', '새우', '만두', '팽이버섯', '양파', '오징어']",https://www.haemukja.com/recipes/4755,1
1081,미나리생채 팝만두,"미나리1줌,상추2줌,당근1/5개,물만두2줌,고추장3큰술,식초3큰술,간장1큰술,오미자액4큰술,다진마늘1/2큰술,참기름1큰술,부순참깨1/2큰술","['간장', '부순참깨', '상추', '당근', '물만두', '고추장', '마늘', '참기름', '미나리', '식초', '오미자액']",https://www.haemukja.com/recipes/4751,2
1082,스테이크소스의 스팸치즈볶음밥,"자투리채소1줌,스팸1캔,밥2공기,스테이크소스3큰술,후춧가루약간,피자치즈2줌,식용유3큰술","['자투리채소', '스팸', '피자치즈', '식용유', '스테이크소스', '후춧가루', '밥']",https://www.haemukja.com/recipes/4752,2
1083,반미,"돼지앞다리200g,간장2큰술,설탕2큰술,피쉬소스3큰술,마요네즈약간,빵긴거한개,얇게썬 무와 당근두컵,식초1,설탕1,소금약간,물1,쓰리라차약간,오이약간","['오이', '마요네즈', '간장', '얇게 무와 당근두컵', '소금', '피쉬소스', '쓰리라차', '돼지앞다리', '빵긴거한개', '식초', '설탕']",https://www.haemukja.com/recipes/4741,2
1084,온센다마고,"계란3개,소금1큰술,(쯔유)1/2큰술","['계란', '소금']",https://www.haemukja.com/recipes/4742,3
1085,메밀전병,"메밀가루1컵,물2컵,갓김치150g,참기름1큰술,다진마늘1/2큰술,다진파1큰술,소금약간,후추약간,식용유약간","['메밀가루', '파', '갓김치', '소금', '마늘', '후추', '참기름', '식용유']",https://www.haemukja.com/recipes/4744,2
1086,국민비빔막국수,"메밀면2인분,양배추100g,계란1개,땅콩1/2줌,고추장3큰술,냉면육수1팩,물엿1큰술,설탕1/2큰술,참기름2큰술,고춧가루1큰술","['계란', '땅콩', '물엿', '메밀면', '양배추', '고추장', '설탕', '고춧가루', '참기름', '냉면육수']",https://www.haemukja.com/recipes/4746,2
1087,차돌부추말이,"차돌박이150g,부추1/2줌,소금약간,후추약간,올리브유1큰술","['소금', '부추', '후추', '올리브유', '차돌박이']",https://www.haemukja.com/recipes/4743,2
1088,스팸함박스테이크,"스팸340g,다진양파40g,빵가루20g,달걀1개,슬라이스치즈2개","['빵가루', '스팸', '슬라이스치즈', '달걀', '양파']",https://www.haemukja.com/recipes/4728,2
1089,돼지김치찌개,"돼지고기100g,배추김치1/4포기,떡국떡130g,대파한개,두부160g,식용유30g,물350ml,고춧가루20g,설탕15g,다진 마늘20g,참기름15g","['돼지고기', '떡국떡', '두부', '참기름', '대파한개', '고춧가루', '마늘', '배추김치', '식용유', '설탕']",https://www.haemukja.com/recipes/4727,2
1090,샘해밍턴정식,"떡볶이1컵,짜파게티1컵,감동란1개,핫도그 (핫바로 대체)1개,슬라이스치즈1장,찐만두4~5개","['짜파게티', '찐만두', '떡볶이', '핫도그', '감동란', '슬라이스치즈']",https://www.haemukja.com/recipes/4720,2
1091,코코쉐이크,"코코볼2/3컵,바닐라아이스크림3스쿱,우유300ml,연유약간","['연유', '바닐라아이스크림', '우유', '코코볼']",https://www.haemukja.com/recipes/4721,1
1092,반스킹토스트,"식빵2장,계란2개,소세지3개,양배추3~4장,버터1큰술,모짜렐라치즈1/2컵,소금약간,후추약간,설탕약간,스위트칠리소스3큰술,핫소스1~2작은술","['계란', '버터', '양배추', '소세지', '소금', '스위트칠리소스', '핫소스', '설탕', '모짜렐라치즈', '후추', '식빵']",https://www.haemukja.com/recipes/4722,2
1093,요구르트젤리,"요구르트150ml,젤라틴5장,전분약간","['요구르트', '전분', '젤라틴']",https://www.haemukja.com/recipes/4723,1
1094,미역줄기볶음,"미역줄기500g,다진마늘한큰술,식용유한큰술,들기름한큰술,깨한큰술","['미역줄기', '들기름', '마늘', '깨', '식용유']",https://www.haemukja.com/recipes/4725,2
1095,매운 낙지탕,"낙지2마리,느타리버섯한줌,콩나물50g,쑥갓20g,대파1대,애호박1/6개,홍고추1/3개,국물용 멸치국물용 멸치,다시마5cm 2장","['낙지', '애호박', '홍고추', '쑥갓', '대파', '느타리버섯', '국물용 멸치국물용 멸치', '콩나물', '다시마']",https://www.haemukja.com/recipes/4726,2
1096,단팥토스트,"식빵2장,단팥1/2캔,버터1큰술","['단팥', '식빵', '버터']",https://www.haemukja.com/recipes/4724,2
1097,연어오이 오픈샌드위치,"빵4장,연어한팩,홀스레디쉬소스와 케이퍼한팩,오이반개","['오이', '빵', '연어한팩', '홀스레디쉬소스와 케이퍼한팩']",https://www.haemukja.com/recipes/4719,2
1098,명란 양푼달걀찜,"명란한개,달걀8개,물반컵,후추약간,다진부추한컵반,다진당근한컵반","['당근한컵반', '명란한개', '부추한컵반', '물반컵', '달걀', '후추']",https://www.haemukja.com/recipes/4718,4
1099,중식유린기,"닭가슴살 혹은 닭 정육450 g,양상추적당량,양파반 개,감자전분10 큰술,옥수수전분5 큰술,물1 컵,식용유2 큰술,[소스재료],다진마늘1 큰술,진간장5 큰술,다진고추1 개,백설탕2 큰술,식초2 큰술,물종이컵 반 컵","['닭가슴살 혹은 닭 정육', '물종이컵 반 컵', '옥수수전분', '고추', '감자전분', '마늘', '진간장', '식용유', '양파', '양상추', '식초', '백설탕']",https://www.haemukja.com/recipes/4717,2
1100,새우크림타코,"또띠아6 장,깐새우200 g,다진 돼지고기300 g,아보카도1 개,양파반 개,토마토1 개,플레인요거트적당량,케이준파우더1 큰술,생크림종이컵 1 컵,백설탕1 티스푼,토마토케찹1 큰술,레몬즙1 큰술,올리브유1 큰술,소금약간,후추약간","['돼지고기', '아보카도', '후추', '케이준파우더', '소금', '새우', '토마토', '또띠아', '레몬즙', '플레인요거트', '생크림종이컵', '토마토케찹', '양파', '올리브유', '백설탕']",https://www.haemukja.com/recipes/4716,2
1101,바지락소면,"바지락살120g,양파1/3개,오이1/2개,소면100g,청양고추1개,깻잎3장","['오이', '바지락살', '소면', '깻잎', '양파', '청양고추']",https://www.haemukja.com/recipes/4708,1
1102,샤프란리조또,"불린쌀2컵,샤프란약간,버터6큰술,양파1개,치킨스톡3컵,소금1작은술,파마산치즈약간","['버터', '샤프란', '파마산치즈', '소금', '쌀', '양파', '치킨스톡']",https://www.haemukja.com/recipes/4711,2
1103,얼큰버섯샤브샤브,"소고기등심120g,돼지고기등심120g,모듬버섯300g,청경채100g,배추100g,깻잎5장","['돼지고기등심', '배추', '소고기등심', '모듬버섯', '깻잎', '청경채']",https://www.haemukja.com/recipes/4709,1
1104,애호박 새우볶음,"애호박1/2개,건새우1/2컵=100ml,다진 마늘1/2큰술,굴소스1/2큰술","['애호박', '건새우', '굴소스', '마늘']",https://www.haemukja.com/recipes/4712,2
1105,진미채 돌나물무침,"진미채1줌,돌나물1줌,고춧가루1/3큰술,고추장1큰술,식초1 1/2큰술,물엿2큰술,참기름1큰술","['물엿', '돌나물', '진미채', '고춧가루', '고추장', '참기름', '식초']",https://www.haemukja.com/recipes/4713,2
1106,상투과자,"백앙금250g,아몬드가루30g,생크림45ml,물엿15ml,녹차가루5g,백년초가루10g,호박가루10g","['녹차가루', '물엿', '호박가루', '백앙금', '백년초가루', '아몬드가루', '생크림']",https://www.haemukja.com/recipes/4710,4
1107,우주선 오무라이스,"소금약간,후추약간,설탕약간,데미글라스소스한통,찬밥2인분,남은 짜투리채소(버섯, 파프리카)약간,케찹약간,달걀4개,우유5큰술","['우유', '소금', '데미글라스소스한통', '달걀', '후추', '케찹', '찬밥', '설탕', '남은 짜투리채소']",https://www.haemukja.com/recipes/4702,1
1108,감자튀김,"감자2개,식용유1.5컵,소금약간","['식용유', '소금', '감자']",https://www.haemukja.com/recipes/4706,1
1109,라면죽,"라면1봉지,물500ml,계란1개,찬밥1공기","['라면', '찬밥', '계란']",https://www.haemukja.com/recipes/4704,1
1110,쏘야볶음라면,"라면1봉지,소세지7개,미니파프리카1개,양파1/4개,케첩4큰술,물1/2컵,분말스프2/3봉,모짜렐라치즈1/4컵,스위트콘2큰술","['스위트콘', '분말스프', '소세지', '파프리카', '라면', '케첩', '모짜렐라치즈', '양파']",https://www.haemukja.com/recipes/4703,1
1111,해시브라운,"감자2개,물1큰술,전분2큰술,식용유1/2컵","['식용유', '전분', '감자']",https://www.haemukja.com/recipes/4705,1
1112,시골 비빔국수,"중면1인분,오이1/5개,계란1개,양파1/4개,고추장1큰술,설탕1/2큰술,참기름1/2큰술,물엿1/2큰술,간장1/2큰술","['오이', '계란', '간장', '물엿', '고추장', '중면', '참기름', '양파', '설탕']",https://www.haemukja.com/recipes/4707,1
