,name,ingredients,ingredients_pre,url,serve
0,단호박 스프,"단호박2개,샐러리1개,당근1개,양파1개,샬롯1개,야채육수(혹은 물)5컵,우유2컵,메이플시럽(꿀)2큰술,통후추약간,타임약간,클로브2개,월계수잎2개,시나몬스틱2개","['샬롯', '클로브', '시나몬스틱', '우유', '메이플시럽', '당근', '월계수잎', '샐러리', '양파', '단호박', '야채육수', '통후추']",https://www.haemukja.com/recipes/5980,10
1,베이컨 숙주 볶음,"팽이버섯1/3개,마늘8알,청양고추1개,파1/4개,양파1/2개,베이컨120g,숙주200g,고추기름4큰술,굴소스2큰술,통후추2작은술,설탕1작은술,소금약간,깨약간","['굴소스', '파', '고추기름', '소금', '숙주', '팽이버섯', '마늘', '깨', '베이컨', '양파', '청양고추', '설탕', '통후추']",https://www.haemukja.com/recipes/5979,2
2,베트남 국민소스 '느억맘',"피쉬소스4큰술,라임즙3큰술,다진고추1티스푼,다진마늘1티스푼,오일 (혹은 물)2큰술,꿀2~3큰술,물1/2컵,라임 제스터1개","['라임즙', '고추', '피쉬소스', '마늘', '꿀', '라임 제스터', '오일']",https://www.haemukja.com/recipes/5978,4
3,소고기 장조림,"소고기양지650g,메추리알30알,대파2대,양파1개,통마늘20알,생강30g,꽈리고추200g,육수4L,진간장2.5컵,설탕5큰술,매실액5큰술,물엿1/2컵,다시마1장,월계수잎3장,통후추약간,소주1/2컵,참기름2큰술","['메추리알', '육수', '물엿', '소주', '진간장', '매실액', '대파', '통후추', '생강', '소고기양지', '월계수잎', '꽈리고추', '참기름', '양파', '통마늘', '설탕', '다시마']",https://www.haemukja.com/recipes/5977,3
4,연어 스테이크 & 레몬 머스터드 드레싱,"연어150g,로메인 (혹은 청상추)적당량,토마토1개,파프리카1개,적양파1/4개,아보카도1개,페타치즈약간,올리브오일1/2컵,레몬즙1/4컵,다진마늘2 티스푼,디존 머스터드1 큰술,꿀1 티스푼,드라이 바질1 티스푼,드라이 오레가노1 티스푼,소금약간,후추약간,레몬 제스트 (옵션)약간,셀러리 새싹 (옵션)약간,다진 파슬리 (옵션)약간","['토마토', '연어', '적양파', '디존 머스터드', '파프리카', '소금', '페타치즈', '꿀', '후추', '올리브오일', '드라이 바질', '아보카도', '마늘', '드라이 오레가노', '파슬리', '레몬 제스트', '레몬즙', '로메인', '셀러리 새싹']",https://www.haemukja.com/recipes/5976,1
5,로스트 치킨 스테이크,"닭한마리,간장 절임 마늘10알,할라피뇨5조각,발사믹크림약간,칠리소스약간,감자1개,소금약간,후추약간","['할라피뇨', '감자', '소금', '칠리소스', '닭한마리', '후추', '발사믹크림', '간장 절임 마늘']",https://www.haemukja.com/recipes/5975,1
6,토마토 소스 비법,"토마토1 kg,마늘3쪽,양파1/2개,샐러리1/2줄기,소금1스푼 반,꿀 (설탕)1티스푼,액상치킨스탁2티스푼,월계수잎2개,드라이타임1티스푼,바질1티스푼,오레가노1티스푼,올리브오일약간","['올리브오일', '드라이', '액상치킨스탁', '바질', '소금', '오레가노', '토마토', '월계수잎', '마늘', '샐러리', '꿀', '양파']",https://www.haemukja.com/recipes/5974,3
7,간장 조림닭,"닭 (볶음용)1kg,통마늘10알,페페론치노4개,청양고추4개,부추1줌,진간장4큰술,생수5큰술,춘장1/2큰술,물엿2큰술,맛술2큰술,흑설탕1큰술,참기름1큰술,통깨약간","['춘장', '물엿', '통깨', '생수', '흑설탕', '부추', '페페론치노', '맛술', '닭', '진간장', '참기름', '통마늘', '청양고추']",https://www.haemukja.com/recipes/5973,2
8,초간단 순두부계란국,"순두부1모,계란2알,쪽파한줌,국간장1T,소금1/2t,다진마늘1T,해물다시팩1개,진간장반컵,고춧가루1T,설탕1t,다진마늘1/2T,깨1t,청양고추1개","['계란', '쪽파', '순두부', '해물다시팩', '국간장', '소금', '고춧가루', '마늘', '진간장반컵', '깨', '청양고추', '설탕']",https://www.haemukja.com/recipes/5972,1
9,에어프라이어로 만드는 고구마 맛탕,"고구마2개,식용유1스푼,올리고당3스푼,설탕2스푼","['식용유', '올리고당', '설탕', '고구마']",https://www.haemukja.com/recipes/5971,3
10,다이어트 김밥! 밥없는 김밥,"김2장,오이2개,당근1개,치즈5장,계란3개,참치1캔,깻잎6장,맛살(크래미)1팩,마요네즈약간,파프리카(빨강,노랑)2개","['오이', '계란', '마요네즈', '맛살', '김', '당근', '파프리카', '깻잎', '치즈', '참치']",https://www.haemukja.com/recipes/5970,2
11,딸기 브루스케타 & 샐러드,"딸기12개,어린잎채소100g,블루베리10개,스트링치즈1개,바게트빵5조각,크림치즈40g,올리브유1T,꿀약간,소금1/2t,다진마늘1/2T,귤청2T,레몬즙2T,후추가루약간","['스트링치즈', '어린잎채소', '귤청', '소금', '레몬즙', '블루베리', '크림치즈', '마늘', '꿀', '딸기', '후추가루', '올리브유', '바게트빵']",https://www.haemukja.com/recipes/5969,2
12,두부스팸조림,"스팸1캔,단단한 두부1/2모,마늘10알,청양고추2개,홍고추1개,대파1/2대,진간장1큰술,올리고당1큰술,감자전분1/2컵,후추약간,검은깨약간","['올리고당', '홍고추', '후추', '대파', '스팸', '검은깨', '감자전분', '마늘', '진간장', '청양고추', '단단한 두부']",https://www.haemukja.com/recipes/5968,2
13,쫄면,"콩나물250g,양파반개,적채(양배추)1/6개,깻잎4장,당근반개,오이반개,쫄면1봉,계란2개,참깨약간,고추장2큰술,식초1큰술,간장1큰술,매실액2큰술,고춧가루1큰술","['적채', '오이', '계란', '간장', '참깨', '매실액', '당근', '식초', '깻잎', '고추장', '쫄면', '고춧가루', '양파', '콩나물']",https://www.haemukja.com/recipes/5967,1
14,수육&굴무침,"삼겹살1200g,양파1개,대파1대,된장1큰술,사과1/2개,커피1/2큰술,마늘14알,통후추10알,생강1톨,월계수잎4장,맛술2큰술,청주2큰술,설탕3큰술,생굴400g,무1토막,미나리약간,쪽파약간,청양고추1개,홍고추1개,고춧가루3큰술,배1/4개,액젓2큰술,식초2큰술,매실액2큰술","['쪽파', '대파', '고춧가루', '커피', '미나리', '식초', '된장', '홍고추', '맛술', '배', '설탕', '사과', '액젓', '마늘', '청양고추', '통후추', '청주', '생굴', '매실액', '삼겹살', '생강', '월계수잎', '양파', '무']",https://www.haemukja.com/recipes/5966,2
15,치즈폭포 계란말이,"계란4개,스트링치즈3개,체다치즈1개,대파1/4개,소금약간","['계란', '대파', '소금', '체다치즈', '스트링치즈']",https://www.haemukja.com/recipes/5965,1
16,한우채끝 짜파구리,"채끝살250g,얼큰한너구리1봉,짜파게티1봉,올리브오일약간,소금약간,로즈마리약간","['짜파게티', '얼한너구리', '소금', '올리브오일', '채끝살', '로즈마리']",https://www.haemukja.com/recipes/5964,1
17,"무꿀청, 무꿀차","무1개,꿀1통","['무', '꿀']",https://www.haemukja.com/recipes/5963,3
18,치킨 스테이크,"닭다리살400g,쯔유2T,소금1/2t,올리고당2T,다진마늘2T,통후추1t,올리브유2T","['올리고당', '소금', '쯔유', '마늘', '올리브유', '닭다리살', '통후추']",https://www.haemukja.com/recipes/5962,1
19,단짠단짠 궁중떡볶이,"가래떡320g,소고기150g,당근1/3개,양파반개,대파1대,표고버섯2개,파프리카반개,참기름약간,굴소스약간,간장약간,올리고당2큰술,맛술1큰술,다진마늘약간","['굴소스', '올리고당', '간장', '소고기', '표고버섯', '대파', '당근', '파프리카', '맛술', '마늘', '가래떡', '참기름', '양파']",https://www.haemukja.com/recipes/5961,2
20,어묵탕,"종합어묵팩2팩,대파1대,양파1/2개,무1토막,청양고추2개,건고추3개,청경채3개,다시마2장,멸치1컵,건새우1/2컵,다진마늘1큰술,국간장2큰술,소금1/2큰술,후추약간","['건고추', '대파', '국간장', '종합어묵팩', '소금', '건새우', '멸치', '마늘', '후추', '양파', '청양고추', '무', '청경채', '다시마']",https://www.haemukja.com/recipes/5960,3
21,초간단 LA갈비,"LA갈비2kg,배1/3개,사과1/4개,마늘12쪽,생강약간,진간장1컵,설탕4T,물엿4T,맛술1컵,참기름2T,통후추가루1t","['사과', '물엿', '통후추가루', '맛술', '생강', '마늘', '배', '진간장', '참기름', '설탕']",https://www.haemukja.com/recipes/5959,6
22,양송이치즈구이,"양송이버섯9개,파프리카1/2개,베이컨70g,대파1/2개,청양고추1개,모짜렐라치즈1/2컵,체다치즈2장,버터약간,우유2~3큰술,소금약간,후추약간,파슬리가루약간","['양송이버섯', '버터', '우유', '대파', '파프리카', '체다치즈', '소금', '파슬리가루', '모짜렐라치즈', '후추', '베이컨', '청양고추']",https://www.haemukja.com/recipes/5958,1
23,홈메이드 간단 닭꼬치,"닭순살550g,대파2개,오이고추4개,양조간장3큰술,다진마늘2큰술,고춧가루1큰술,고추장2큰술,생강즙1작은술,굴소스1큰술,소금약간,설탕4큰술,물엿4큰술,청주4큰술,후추약간","['굴소스', '청주', '물엿', '후추', '대파', '소금', '양조간장', '오이고추', '닭순살', '마늘', '고춧가루', '고추장', '생강즙', '설탕']",https://www.haemukja.com/recipes/5957,1
24,감기예방에 좋은 배숙,"배1/2개,생강1개,대추2개,황설탈3큰술,통후추약간,잣약간","['생강', '황설탈', '배', '대추', '잣', '통후추']",https://www.haemukja.com/recipes/5956,1
25,"보석젤리, 코하쿠토","한천가루5g,설탕300g,물200g,식용색소약간","['식용색소', '한천가루', '설탕']",https://www.haemukja.com/recipes/5955,2
26,만능 고기소를 이용한 모듬전,"다진 소고기150g,다진 돼지고기150g,두부1/2모,쪽파9개,당근1/4개,계란2알,밀가루or부침가루1컵,풋고추2개,깻잎6장,맛술1T,올리고당1T,다진마늘1T,후추약간","['돼지고기', '계란', '풋고추', '올리고당', '소고기', '쪽파', '두부', '당근', '밀가루', '맛술', '깻잎', '마늘', '후추']",https://www.haemukja.com/recipes/5954,3
27,치즈돈까스,"돼지등심한덩어리,모짜렐라치즈(블럭)1/2개,양배추1/4개,계란1개,빵가루약간,밀가루약간,돈까스소스약간,후추약간,소금약간","['계란', '빵가루', '후추', '양배추', '소금', '돼지등심', '밀가루', '모짜렐라치즈', '돈까스소스']",https://www.haemukja.com/recipes/5951,1
28,쫀득한 두부간장조림,"두부(부침용)1모,청양고추2개,홍고추1개,진간장3큰술,물엿3큰술,맛술2큰술,마늘5개,감자전분1/2컵,참기름1큰술,생강즙1큰술,검은깨약간,후추약간","['물엿', '홍고추', '후추', '두부', '맛술', '감자전분', '검은깨', '생강즙', '마늘', '진간장', '참기름', '청양고추']",https://www.haemukja.com/recipes/5953,1
29,푸딩처럼 부드러운 계란찜,"계란2개,대파1/4개,새우2마리,가쓰오부시한줌,소금1/2t,맛술2T","['계란', '대파', '소금', '새우', '맛술', '가쓰오부시']",https://www.haemukja.com/recipes/5952,1
30,얼큰수제비와 배추전,"배추1/4,애호박1,고춧가루약간,고추장약간,밀가루2컵,부침가루1컵,소금약간,감자2,대파1,양파1,다진마늘약간,멸치육수팩1","['애호박', '배추', '대파', '멸치육수팩', '소금', '밀가루', '감자', '고추장', '고춧가루', '부침가루', '마늘', '양파']",https://www.haemukja.com/recipes/5947,1
31,크림 닭가슴살 스테이크,"닭가슴살3덩어리,양송이버섯8~10,생크림150ml,우유50ml,버터약간,다진마늘약간,후추약간,소금약간,레드와인1컵","['생크림', '양송이버섯', '버터', '소금', '레드와인', '마늘', '후추', '닭가슴살', '우유']",https://www.haemukja.com/recipes/5946,1
32,굴떡국,"떡국 떡500g,굴250g,대파 흰부분2,계랸2,해물다시팩1,다진마늘1큰술 반,국간장1큰술,소금2작은술","['계랸', '해물다시팩', '떡국 떡', '국간장', '소금', '굴', '마늘', '대파 흰부분']",https://www.haemukja.com/recipes/5945,3
33,김치찌개 비법!,"김치1/2포기,돼지 앞다리살400g,사골육수1L,두부1/2 모,양파30g,대파50g,소금1큰술,설탕1큰술,고춧가루3큰술,멸치가루1작운술","['김치', '두부', '대파', '소금', '사골육수', '설탕', '고춧가루', '멸치가루', '양파', '돼지 앞다리살']",https://www.haemukja.com/recipes/5949,4
34,밀푀유나베,"알배추1/2,숙주250g,깻잎32,소고기 샤브샤브용350g,표고버섯2,팽이버섯50g,느타리버섯50g,해물다시팩1,무1/5,파뿌리1,국간장2큰술,소금1작은술,진간장2큰술,올리고당1큰술,매실청1큰술,식초1큰술,청양고추1,양파1/2","['올리고당', '양파', '청양고추', '표고버섯', '파뿌리', '해물다시팩', '느타리버섯', '국간장', '소금', '숙주', '팽이버섯', '소고기 샤브샤브용', '깻잎', '진간장', '매실청', '알배추', '무', '식초']",https://www.haemukja.com/recipes/5944,3
35,김씨표류기 짜장면,"중화면1,양파1,감자2,대파1,양배추1/4,춘장1봉,오이1,돼지목살1,계란1,전분약간","['춘장', '오이', '중화면', '계란', '대파', '양배추', '감자', '돼지목살', '양파', '전분']",https://www.haemukja.com/recipes/5943,1
36,백종원 육개장,"국간장60ml,꽃소금약간,후추가루약간,참기름6큰술,식용유2큰술,물6컵,소고기(불고기용)180g,계란2개,대파2개,느타리버섯80g,표고버섯60g,불린고사리140g,숙주280g,다진생강약간,다진마늘한큰술 반,고춧가루3큰술","['계란', '마늘 반', '소고기', '꽃소금', '표고버섯', '고사리', '대파', '국간장', '느타리버섯', '숙주', '생강', '후추가루', '고춧가루', '참기름', '식용유']",https://www.haemukja.com/recipes/5950,4
37,하울정식,"통베이컨1,계란4,바게트빵1","['통베이컨', '바게트빵', '계란']",https://www.haemukja.com/recipes/5941,1
38,어벤져스 타코,"또띠아4,돼지고기(뒷다리)338g,올리고당1,레몬즙약간,칠리소스약간,양상추1/2,파프리카1,방울토마토6,양파1/2,고추1","['돼지고기', '올리고당', '고추', '방울토마토', '파프리카', '레몬즙', '또띠아', '칠리소스', '양파', '양상추']",https://www.haemukja.com/recipes/5940,1
39,심야식당 탄멘!,"돈코츠라멘1봉,양배주1/2,숙주나물1봉,돼지고기 앞다리살1,대파1,당근1","['돼지고기 앞다리살', '돈코츠라멘', '대파', '당근', '숙주나물', '양배주']",https://www.haemukja.com/recipes/5942,1
40,닭껍질유린기,"양상추1/3개,어린잎 채소20g,튀김가루1컵,풋고추2개,청양고추1개,진간장4T,식초3T,닭껍질100g,레몬즙1T,설탕2T,다진마늘2T,카레가루1/2T,소금1t,통후추가루1t","['풋고추', '닭껍질', '어린잎 채소', '진간장', '소금', '레몬즙', '통후추가루', '카레가루', '마늘', '튀김가루', '청양고추', '양상추', '식초', '설탕']",https://www.haemukja.com/recipes/5938,1
41,새우부추전,"부추1/4단,칵테일새우25마리,청양고추2개,부침가루5큰술,소금1/2작은술,물1컵","['칵테일새우', '소금', '부추', '부침가루', '청양고추']",https://www.haemukja.com/recipes/5937,1
42,연어장&연어덮밥,"연어300g,대파1/2,양파1,청양고추2,생강1,물240ml,진간장240ml,맛술120ml,설탕4,통후추2","['대파', '맛술', '생강', '진간장', '연어', '양파', '청양고추', '설탕', '통후추']",https://www.haemukja.com/recipes/5936,1
43,버터계란밥,"즉석밥1개,계란2알,진간장1T,소금약간,버터 무염10g","['즉석밥', '계란', '버터 무염', '소금', '진간장']",https://www.haemukja.com/recipes/5939,1
44,아스파라거스 베이컨말이,"베이컨6,아스파라거스6,소금약간,버터10g","['베이컨', '버터', '소금', '아스파라거스']",https://www.haemukja.com/recipes/5935,1
45,팥가루로 만드는 초간단 팥죽,"팥가루3큰술,찹쌀가루6큰술,소금1+1/2 작은술,물400ml","['소금', '팥가루', '찹쌀가루']",https://www.haemukja.com/recipes/5933,1
46,샐러드파스타,"스파게티면80g,새싹채소50g,베이컨3,옥수수통조림50g,메추리알5,진간장3,설탕2,발사믹식초2,레몬즙2,다진마늘1,올리브유2","['메추리알', '발사믹식초', '옥수수통조림', '레몬즙', '스파게티면', '새싹채소', '마늘', '진간장', '베이컨', '올리브유', '설탕']",https://www.haemukja.com/recipes/5934,1
47,감바스 알 아히요,"생 칵테일 새우 (대)8마리,마늘8알,올리브유1컵,페페론치노10개,소금조금,통후추 가루조금","['생 칵테일 새우', '소금', '페페론치노', '마늘', '올리브유', '통후추 가루']",https://www.haemukja.com/recipes/5932,1
48,김치볶음밥,"배추김치1공기,식용유5숟갈,밥1공기,달걀1개","['배추김치', '식용유', '달걀', '밥']",https://www.haemukja.com/recipes/5929,1
49,콩나물국밥,"콩나물100g,대파조큼(3g),청양고추반개,물300ml","['대파조큼', '청양고추', '콩나물']",https://www.haemukja.com/recipes/5924,1
50,버터계란밥,"즉석밥1개,계란2개,진간장1큰술,소금2꼬집,버터10g","['즉석밥', '계란', '버터', '소금', '진간장']",https://www.haemukja.com/recipes/5915,1
51,계란말이,"계란4개,체다치즈1장,스트링치즈3개,파1/4개,소금1/2 작은술","['계란', '파', '소금', '체다치즈', '스트링치즈']",https://www.haemukja.com/recipes/5914,2
52,소고기 무국,"소고기300g,무1/3개,파1/2개,통후추약간,소금2작은술,국간장1큰술,다진마늘2큰술,참기름1큰술","['파', '소고기', '국간장', '소금', '마늘', '참기름', '무', '통후추']",https://www.haemukja.com/recipes/5913,3
53,돼지고기 김치찌개,"돼지고기 앞다리살150g,김치약 150g,두부1/2모,파1/3개,청양고추1개,국간장1큰술,다진마늘1큰술,통후추1작은술,고춧가루1큰술,된장1작은술","['된장', '파', '돼지고기 앞다리살', '김치약', '두부', '국간장', '고춧가루', '마늘', '청양고추', '통후추']",https://www.haemukja.com/recipes/5912,2
54,콩나물국,"콩나물 1봉지500g,대파1/3개,청양고추2개,맛소금2작은술,국간장1/2큰술,해물다시팩1봉,다진마늘2큰술","['맛소금', '해물다시팩', '대파', '국간장', '마늘', '청양고추', '콩나물']",https://www.haemukja.com/recipes/5911,2
55,소고기 볶음 고추장,"다진 소고기300g,해물 다시팩 육수400ml,고추장2종이컵,다진 파6큰술,깨2큰술,진간장2큰술,다진 마늘6큰술,설탕6큰술,참기름2큰술,후추1큰술","['해물 다시팩 육수', '파', '소고기', '후추', '고추장', '마늘', '깨', '진간장', '참기름', '설탕']",https://www.haemukja.com/recipes/5910,6
56,맛간장,"양파1/4개,청양고추1개,진간장2큰술,식초1+1/2큰술,설탕1큰술,물1큰술","['진간장', '양파', '청양고추', '식초', '설탕']",https://www.haemukja.com/recipes/5909,2
57,두부계란전,"두부1/2모,계란2개,다진마늘1큰술,소금4~5꼬집","['계란', '두부', '마늘', '소금']",https://www.haemukja.com/recipes/5908,2
58,치킨 스테이크,"닭다리살400g,※닭다리살 정육은 대형마트 or 코스트코에서 구매1,쯔유2T,소금1/2t,올리고당2T,다진마늘2T,통후추1t,올리브유2T","['올리고당', '소금', '쯔유', '마늘', '※닭다리살 정육은 대형마트', '올리브유', '닭다리살', '통후추']",https://www.haemukja.com/recipes/5907,2
59,후추 오징어,"오징어1마리,후추조금,간장1스푼","['오징어', '간장', '후추']",https://www.haemukja.com/recipes/5900,1
60,도토리묵밥(묵사발),"도토리묵500~600g,신김치(줄기쪽)200g,오이1/5개,달걀1개,김한 장,양조간장1/2T,국간장1/2T,다진 마늘1/2T,쫑쫑 썬 대파· 통깨약간,있으면 밥원하는 만큼,밴댕이3마리,국물용 멸치8마리,양파1/4개,다시마(7*7cm)1장,물1L","['오이', '국물용 멸치', '쫑쫑  대파· 통깨', '신김치', '김한 장', '국간장', '밴댕이', '양조간장', '있으면 밥원하는 만큼', '달걀', '도토리묵', '마늘', '양파', '다시마']",https://www.haemukja.com/recipes/5899,2
61,빠삐코 라떼,"빠삐코바2~3개,휘핑크림취향껏,롯데샌드1개,코코볼2알","['휘핑크림취향껏', '롯데샌드', '빠삐코바', '코코볼']",https://www.haemukja.com/recipes/5898,1
62,키스틱 식빵 핫도그,"식빵4장,키스틱크림치즈롤4개,계란2알,빵가루가득한접시","['계란', '키스틱크림치즈롤', '식빵', '빵가루가득한접시']",https://www.haemukja.com/recipes/5897,2
63,베이컨키스틱말이,"키스틱 체다치즈2개,베이컨6~8장,김밥 재료취향껏","['베이컨', '김밥 재료취향껏', '키스틱 체다치즈']",https://www.haemukja.com/recipes/5896,1
64,돌돌말이 샌드위치꼬치 ,"식빵3장,샌드위치 햄1장,치즈1장,쨈소량,바륵목장 소프트요거트1개,꼬지3~4개","['샌드위치 햄', '바륵목장 소프트요거트', '꼬지', '쨈소량', '치즈', '식빵']",https://www.haemukja.com/recipes/5894,1
65,알리오올리오,"파스타면100원짜리크기,양파반개,마늘7개,후추적당히,파슬리적당히,파마산치즈약간,소금적당히,페페론치노3개,베이컨기호만큼,올리브오일적당히","['파스타면', '올리브오일', '파슬리', '파마산치즈', '소금', '페페론치노', '마늘', '후추', '양파', '베이컨기호만큼']",https://www.haemukja.com/recipes/5893,1
66,꼬막비빔밥,"꼬막300 g,양념간장2 작은술,고추가루1 큰술,쌀밥1 공기","['고추가루', '꼬막', '양념간장', '쌀밥']",https://www.haemukja.com/recipes/5892,1
67,고구마 스틱 앤 튀김,"고구마 두개2,튀김가루 1봉1,청양고추 2개2,기름1","['기름', '고구마 두개', '청양고추', '튀김가루']",https://www.haemukja.com/recipes/5891,1
68,미역국,"미역500g,국거리 소고기200g,다진 마늘1티스푼,참기름1큰스푼","['국거리 소고기', '미역', '참기름', '마늘']",https://www.haemukja.com/recipes/5890,2
69,된장찌개,"감자2 개,된장5 숟가락,양파1 개(대),쇠고기다시다1 ts","['양파', '된장', '쇠고기다시다', '감자']",https://www.haemukja.com/recipes/5889,2
70,소시지 파프리카 볶음,"비엔나소시지500g,케첩적당히,파프리카1개,양파1/4개,소금1/2티스푼","['소금', '파프리카', '케첩', '비엔나소시지', '양파']",https://www.haemukja.com/recipes/5888,2
71,팬케잌,"밀가루500,물100ml,설탕100g","['설탕', '밀가루']",https://www.haemukja.com/recipes/5887,3
72,규카츠,"소고기 채끝살200g,빵가루10g,밀가루10g,양배추1/4개,달걀2개","['빵가루', '양배추', '밀가루', '소고기 채끝살', '달걀']",https://www.haemukja.com/recipes/5885,1
73,"연어초밥, 연어장, 연어 샐러드","연어800g,밥200g,양파1개,식초3스푼,설탕2스푼,소금1스푼,쯔유한컵,물한컵,미림한컵,양상추반개","['미림한컵', '쯔유한컵', '물한컵', '소금', '연어', '양파', '양상추', '식초', '설탕', '밥']",https://www.haemukja.com/recipes/5884,3
74,아맛나맛 나는 아맛나 팥라떼,"아맛나콘2개,빙수팥듬뿍,에스프레소 ( 혹은 커피우유 )1샷 혹은 우유 한 컵,바닐라아이스크림1스쿱,얼음5개","['바닐라아이스크림', '빙수팥', '아맛나콘', '에스프레소', '얼음']",https://www.haemukja.com/recipes/5883,1
75,"통팥듬뿍, 추억의 아맛나 옛날 빙수","아맛나 콘아이스크림2~3개,우유 얼음6~8개,찹쌀떡3~4개,팥듬뿍,콩가루듬뿍","['팥', '우유 얼음', '찹쌀떡', '아맛나 콘아이스크림', '콩가루']",https://www.haemukja.com/recipes/5882,2
76,추억의 별난바 파르페,"별난바톡톡1개,우유얼음6~8개,에스프레소 (혹은 커피우유)1샷,바닐라아이스크림2스쿱,시리얼토핑취향껏,초코시럽취향껏,각종 토핑취향껏","['바닐라아이스크림', '시리얼토핑취향껏', '초코시럽취향껏', '우유얼음', '에스프레소', '별난바톡톡', '각종 토핑취향껏']",https://www.haemukja.com/recipes/5881,1
77,별난다방 카페라떼,"별난바톡톡1개~2개,에스프레소 샷 (혹은 커피우유)1샷(취향껏),우유얼음6~8개,휘핑크림취향껏,초콜렛취향껏,각종 토핑취향껏","['에스프레소 샷', '우유얼음', '휘핑크림취향껏', '별난바톡톡', '각종 토핑취향껏', '초콜렛취향껏']",https://www.haemukja.com/recipes/5880,1
78,김치 볶음밥,"묵은지(신김치)2/3컵,대패 삼겹살60g,쪽파2뿌리,밥1공기,계란1개,들기름(참기름)1작은슬,식용유약간,고춧가루1 작은술,설탕1작은슬,굴소스1작은술,진간장1작은술,후춧가루약간,통깨약간","['계란', '굴소스', '쪽파', '묵은지', '대패 삼겹살', '들기름', '고춧가루', '진간장', '식용유', '통깨', '후춧가루', '설탕', '밥']",https://www.haemukja.com/recipes/5878,1
79,김치 비빔국수,"묵은김치1컵,소면80~100g,오이1토막,청양고추1개,김치국물3 스푼,참기름약간,참깨약간,양조간장1스푼,고추가루1/3스푼,고추장1스푼,다진 마늘1/3스푼,매실청1스푼,올리고당1스푼,사과식초2스푼,깨소금1스푼","['오이', '올리고당', '참깨', '깨소금', '김치국물', '양조간장', '소면', '묵은김치', '고추가루', '고추장', '마늘', '참기름', '매실청', '사과식초', '청양고추']",https://www.haemukja.com/recipes/5877,1
80, 매운 제육볶음,"돼지앞다리400g,식용유약간,믹서기에 갈 재료) 양파반 개,대파20g,사과1/6개,청양고추2개,마늘5알,맛술2스푼,진간장2스푼,(제육 양념장) 진간장2스푼,고추장1.5스푼,고춧가루1.5스푼,요리 당2스푼,카레가루1/3티스푼,생강즙1/3티스푼,참기름1스푼,후춧가루약간","['사과', '후춧가루', '대파', '맛술', '요리 당', '생강즙', '고추장', '마늘', '고춧가루', '진간장', '식용유', '돼지앞다리', '카레가루', '청양고추', '참기름']",https://www.haemukja.com/recipes/5876,2
81,김치 전,"배추김치1줌,계란1 개,대파1토막,청양고추1개,고추가루1 작은술,부침가루반 컵,밀가루2 Ts,물반 컵,콩기름적당량","['계란', '콩기름', '부침가루반 컵', '대파', '밀가루', '고추가루', '배추김치', '청양고추', '물반 컵']",https://www.haemukja.com/recipes/5875,3
82,김치 전 만들기,"배추김치1줌,달걀1개,대파1토막,청양고추1개,고춧가루1/2스푼,부침가루1/2 컵,밀가루2스푼,차가운 물1/2컵,식용유적당량","['대파', '밀가루', '고춧가루', '달걀', '부침가루', '배추김치', '식용유', '청양고추', '물']",https://www.haemukja.com/recipes/5874,3
83,황금돼지바 프라푸치노,"우유한 컵,크런키 초콜렛1/4~취향껏,황금 돼지바3개,얼음5개 정도,휘핑크림취향껏","['크런키 초콜렛', '휘핑크림취향껏', '황금 돼지바', '우유한 컵', '얼음']",https://www.haemukja.com/recipes/5873,1
84,초코바나나 스무디 레시피,"바나나1개,초콜렛5알~취향껏,속편한 쾌변한 병","['속한 쾌변한 병', '초콜렛', '바나나']",https://www.haemukja.com/recipes/5872,1
85,스팸주먹밥,"스팸작은거,햇반1개,참기름1T,김1개","['햇반', '김', '참기름', '스팸거']",https://www.haemukja.com/recipes/5869,1
86,진짜 맛있는데 간단햄 부대찌개,"의성마늘 로스팜100g,의성마늘 비엔나반 봉,콩나물한접시,김치4~5줄,떡사리취향 껏,당면사리취향 껏,라면사리라면 한 봉,고추장 등 양념장취향 껏,각종 야채취향 껏,대망의 라면스프한 봉","['당면사리취향 껏', '김치', '고추장 등 양념장취향 껏', '대망의 라면스프한 봉', '콩나물한접시', '라면사리라면 한 봉', '각종 야채취향 껏', '의성마늘 로스팜', '떡사리취향 껏', '의성마늘 비엔나반 봉']",https://www.haemukja.com/recipes/5868,2
87,김치피자로스팜 : 김피팜,"김치2~3줄,의성마늘 로스팜100g,또띠아한 장,피자소스한 줌,옥수수콘반 컵,피자치즈취향 껏,파프리카 혹은 피망색깔별로 하나씩,새우6알 ( 취향 껏),양파1/5","['김치', '양파', '또띠아한 장', '피자소스', '새우', '옥수수콘반 컵', '파프리카 혹은 피망별로 하나씩', '의성마늘 로스팜', '피자치즈취향 껏']",https://www.haemukja.com/recipes/5867,1
88,로스팜 무쌈말이,"의성마늘 로스팜100g,오리고기1인분,쌈무5~10장,무순취향껏,파프리카색상별로 취향껏,양파1/5개,각종 야채취향껏","['양파', '쌈무', '오리고기', '각종 야채취향껏', '의성마늘 로스팜', '파프리카색상별로 취향껏', '무순취향껏']",https://www.haemukja.com/recipes/5866,1
89,플레인 요구르트 X 그래놀라 이색만남,"과일취향껏,그래놀라 시리얼두 줌(취향껏),파스퇴르 쾌변 플레인맛1병","['그래놀라 시리얼', '과일취향껏', '파스퇴르 쾌변 플레인맛']",https://www.haemukja.com/recipes/5862,1
